Feature,Importance
3P%,0.024024024024024
FT,0.02102102102102103
2P,0.015015015015015046
PTS,0.01501501501501501
3P,0.009009009009009028
3PA,0.006006006006006019
MP,0.006006006006006019
TOV,0.0030030030030030095
FG,0.0030030030030030095
Age,0.0030030030030030095
G,0.0
FG%.1,0.0
FG%,0.0
FGA,0.0
GS,0.0
eFG%,0.0
FTA,0.0
2P%,0.0
2PA,0.0
ORB,0.0
FT%,0.0
DRB,0.0
TRB,0.0
STL,0.0
AST,0.0
BLK,0.0
PF,0.0
