auc_roc,best_threshold,accuracy,precision,recall,f1_score,confusion_matrix
0.9663636363636363,0.1,0.963963963963964,0.8181818181818182,0.8181818181818182,0.8181818181818182,"[[98  2]
 [ 2  9]]"
