auc_roc,best_threshold,accuracy,precision,recall,f1_score,confusion_matrix
0.9672727272727273,0.05,0.9459459459459459,0.7272727272727273,0.7272727272727273,0.7272727272727273,"[[97  3]
 [ 3  8]]"
