Feature,Importance
FT,0.018018018018018056
FG%.1,0.009009009009009028
MP,0.009009009009009028
3P%,0.009009009009008992
3P,0.006006006006006019
FG,0.006006006006006019
GS,0.0030030030030030095
TRB,0.0030030030030030095
PTS,0.0030030030030030095
2P,0.0030030030030030095
Age,0.0
3PA,0.0
FG%,0.0
FGA,0.0
G,0.0
eFG%,0.0
FTA,0.0
2P%,0.0
2PA,0.0
ORB,0.0
FT%,0.0
AST,0.0
DRB,0.0
STL,0.0
BLK,0.0
TOV,0.0
PF,0.0
