auc_roc,best_threshold,accuracy,precision,recall,f1_score,confusion_matrix
0.9627272727272727,0.2,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,"[[98  2]
 [ 4  7]]"
