threshold,TP,FP,TN,FN,accuracy,precision,recall,f1_score,specificity,fpr
0.0,11,100,0,0,0.0990990990990991,0.0990990990990991,1.0,0.180327868852459,0.0,1.0
0.05,8,7,93,3,0.9099099099099099,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.93,0.07
0.1,8,5,95,3,0.9279279279279279,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.95,0.05
0.15000000000000002,8,5,95,3,0.9279279279279279,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.95,0.05
0.2,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.25,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.30000000000000004,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.35000000000000003,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.4,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.45,7,2,98,4,0.9459459459459459,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.98,0.02
0.5,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.55,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.6000000000000001,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.65,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.7000000000000001,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.75,6,2,98,5,0.9369369369369369,0.75,0.5454545454545454,0.631578947368421,0.98,0.02
0.8,6,1,99,5,0.9459459459459459,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.99,0.01
0.8500000000000001,6,1,99,5,0.9459459459459459,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.99,0.01
0.9,5,1,99,6,0.9369369369369369,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.99,0.01
0.9500000000000001,5,1,99,6,0.9369369369369369,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.99,0.01
1.0,0,0,100,11,0.9009009009009009,0.0,0.0,0.0,1.0,0.0
