auc_roc,best_threshold,accuracy,precision,recall,f1_score,confusion_matrix
0.9945454545454545,0.35000000000000003,0.9819819819819819,0.8461538461538461,1.0,0.9166666666666666,"[[98  2]
 [ 0 11]]"
