Age,G,GS,MP,FG,FGA,FG%,FG%.1,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
-0.704535553057216,0.16467532508005034,-0.25050362586298947,0.3934917537906165,0.2792126554452968,0.24383915620310115,0.24860405438924785,0.13046505699200459,-0.5560822055872483,-0.33450785191117405,-0.2998479736804335,0.5982342860005464,0.5718974465560066,0.37786555352407075,-0.04087120710986918,0.33884701547991525,0.5484325120242649,0.1920173854326877,1.5584249750978265,1.0772669241506865,1.2995601920480377,-0.5169358152347119,-0.030282068765196568,0.8515538150017629,0.16301914187747515,0.4870859775747834,0.20294041717875191
0.6786335106654064,0.37120321139081314,1.236731703461301,0.7728309038314971,0.19614222357212593,-0.11862270721969516,1.15103286711244,1.0002928076147664,-1.119581252563266,-1.203739934249699,-2.0875241773226967,0.7523062000883268,0.6007703889550661,0.6254796299956662,0.5711157457485714,-0.19022990342732077,0.7113928244206642,-0.936013721034075,5.7138663038378965,2.116856731844448,3.3310879461780285,0.16951494187070376,0.6684486290391561,1.8851982899089201,1.0043522516143606,0.7286899298272431,-0.03379569498482911
-0.24347919848300853,1.1456827850561735,1.9563617015214416,1.5930236606766446,2.148297372591643,1.7742336906549077,0.6723532360157907,0.5389059138061714,-1.119581252563266,-1.1168167260158466,-1.5168429276984357,3.1660995207968847,3.2859540320675835,0.2953275280335387,0.12332041438873703,1.9922123870650283,2.0150753235918577,0.5772833941028748,2.3627039419507434,2.4998635031000442,2.6262721947451753,0.6447500814052225,1.3671793268435086,1.1099649337285522,1.7254949171031198,1.3326998104583931,1.830501188303372
-0.9350637303443198,0.21630729665774104,-0.6822816246990738,-0.395943774672838,-0.5930268792229982,-0.622041961973579,0.25645126145640607,0.1380287765626373,-0.1052829680064342,-0.20412303956039538,0.6352441943785965,-0.6856983313976225,-0.7562579038007226,0.755182241480788,0.6233585344072188,-0.6531722074711525,-0.6466097788826624,0.1677213308318655,-0.1841794530834931,-0.8377669321272945,-0.690507811997667,-0.7281514328056091,-0.961922999171,-0.6989128973589727,-0.9186948563556634,-0.35852785530882697,-0.5664519473528865
-0.9350637303443198,1.0940508134784828,0.08532370656507612,0.26021043080328,0.030001359825783877,0.022334684111392347,0.18582639785198227,0.06995530042694283,0.45821607896958333,0.4043394180765723,0.41522250777647157,-0.12076797974242813,-0.23654494061765466,0.6372707764943137,0.37707110215930945,0.008173941162892669,0.05955157483506736,0.330851983151674,0.21796003034296532,0.5301143937855493,0.47036519036232743,-0.4113280064492633,0.20262816383625426,0.8515538150017629,-0.4379330793631574,0.24548202532232316,0.08457236109696153
-0.4740073757701123,0.26793926823543174,-0.6343062914950645,-0.5087202787390457,-0.3853507995400709,-0.40053748988187,0.22506243318777325,0.10777389828010642,0.007416841388769296,-0.16066143544346909,0.7452550376796585,-0.4802691126139154,-0.4964014222091886,0.3130142477815098,0.45916691290861256,-0.4547683628809389,-0.4293293623541302,0.1434252762310429,-0.7203654309854375,-0.6736211730177534,-0.7319675620819525,0.011103228692530998,-0.030282068765196568,0.07632045882139522,0.16301914187747515,-0.23772587918259683,-0.3741038562199769
-0.4740073757701123,0.06141138192466895,-0.6343062914950645,-0.4882154598179171,-0.3853507995400709,-0.4408110302621807,0.2956872967921971,0.1758473744158009,0.007416841388769296,-0.16066143544346909,0.6764982606164949,-0.4802691126139154,-0.525274364608248,0.5016725917598681,0.5263362126125878,-0.38863374801753436,-0.3750092582219971,0.20242998026161169,-0.8544119254609237,-0.6736211730177534,-0.773427312166238,0.06390713308525534,0.20262816383625426,0.07632045882139522,0.28320958612560176,-0.1169239030563667,-0.3741038562199769
-0.4740073757701123,-1.5908117085614333,-0.7782322911070926,-0.6625064206475109,-0.30228036766689986,-0.17903301779016118,-0.2614644049760347,-0.3611767150991217,0.3455162695743799,-0.1171998313265428,1.3503146758355016,-0.4802691126139154,-0.17879905581953592,-0.8012490963406723,0.003908326026114331,-0.9177106669247705,-0.8095700912790617,-2.1994085602768494,-0.45227244203446526,-0.6189059199812396,-0.6075883118290959,-0.7809553371983333,-0.7290127665695492,0.33473157754818444,-0.07736174661877782,-1.083339712066207,-0.3741038562199769
0.21757715609119896,1.0940508134784828,1.8124357019094135,0.8343453605948833,0.0715365757623694,0.18342884563263515,-0.08097864243139609,-0.18721116497456916,1.1344149353408046,0.9258786674796874,0.6902496160291276,-0.4289118079179887,-0.3809096526129513,0.05950459806058992,0.3621445911139816,0.20657778575310626,0.05955157483506736,0.9451950780581881,0.08391353586747924,-0.07175338961610205,-0.027151810649098686,0.2223188462634281,0.4355383964377053,-0.4405017786321833,0.0428286976293488,-0.1169239030563667,0.24732843820942346
-0.4740073757701123,1.1456827850561735,1.9563617015214416,1.4084802903864866,1.2345226219867629,0.5056171686751209,1.5983236699404573,1.4314248231408313,-1.119581252563266,-1.1168167260158466,-1.3243239519215766,2.036238817486496,1.4958316033259054,1.008691891201708,1.0039845660630786,0.7356547046603424,0.8743531368170634,0.34473544292357267,3.1669829088036603,2.2262872379174756,2.6677319448294603,-0.2001123888783661,0.4355383964377053,2.143609408635709,0.5235904746218547,0.6078879537010136,0.8835567396490477
