age,g,gs,mp,fg,fga,fg_pct,fg_pct_1,3p,3pa,3p_pct,2p,2pa,2p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,pos_C,pos_PF,pos_PF-SF,pos_PG,pos_SF,pos_SF-SG,pos_SG,pos_SG-PG,pos_nan,tm_ATL,tm_BOS,tm_BRK,tm_CHI,tm_CHO,tm_CLE,tm_DAL,tm_DEN,tm_DET,tm_GSW,tm_HOU,tm_IND,tm_LAC,tm_LAL,tm_MEM,tm_MIA,tm_MIL,tm_MIN,tm_NOP,tm_NYK,tm_OKC,tm_ORL,tm_PHI,tm_PHO,tm_POR,tm_SAC,tm_SAS,tm_TOR,tm_TOT,tm_UTA,tm_WAS,tm_nan,performance_Bad,performance_Good,performance_nan
21.0,18.0,1.0,9.6,1.2,2.2,0.525,525.0,0.1,0.1,0.5,1.1,2.1,0.526,0.538,0.6,0.9,0.625,1.6,0.9,2.5,0.2,0.3,0.3,0.5,0.7,2.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,16.0,2.0,6.1,0.7,1.6,0.423,423.0,0.3,0.9,0.267,0.4,0.7,0.636,0.5,0.0,0.0,0.75,0.2,0.6,0.8,0.1,0.1,0.4,0.4,0.8,1.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,53.0,0.0,17.2,3.7,6.4,0.581,581.0,0.1,0.4,0.263,3.6,6.0,0.6,0.588,1.5,2.6,0.591,1.0,2.4,3.4,0.9,1.0,0.3,1.2,2.2,9.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
33.0,21.0,1.0,9.6,1.1,3.0,0.387,387.0,0.6,2.0,0.279,0.6,0.9,0.632,0.484,0.2,0.3,0.833,0.9,1.8,2.6,1.4,0.1,0.3,0.8,1.4,3.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
19.0,19.0,0.0,14.9,1.7,4.1,0.416,416.0,0.7,2.4,0.289,1.0,1.7,0.594,0.5,0.1,0.3,0.4,0.4,2.2,2.6,1.4,0.3,0.3,0.6,1.2,4.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,59.0,59.0,34.1,5.8,13.0,0.448,448.0,2.5,6.4,0.394,3.3,6.6,0.5,0.544,3.3,4.0,0.828,0.3,2.8,3.2,5.3,0.8,0.3,1.7,2.4,17.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,53.0,53.0,34.1,6.0,13.1,0.455,455.0,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,6.0,6.0,34.0,4.7,12.3,0.378,378.0,1.7,5.8,0.286,3.0,6.5,0.462,0.446,4.5,5.2,0.871,0.2,3.7,3.8,5.7,1.0,0.0,2.0,2.5,15.5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,51.0,16.0,25.6,3.2,7.3,0.436,436.0,2.1,5.1,0.416,1.1,2.2,0.482,0.582,0.7,0.9,0.818,0.9,3.3,4.2,3.3,1.4,0.1,1.5,1.8,9.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,52.0,52.0,36.4,9.976999999999999,20.576999999999998,0.504,504.0,2.7,7.8,0.35,8.4,14.3,0.589,0.566,7.130999999999995,8.553999999999997,0.732,0.9,7.9,8.8,8.1,1.5,0.5,3.6,2.6,29.653999999999996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26.0,3.0,0.0,2.7,1.3,1.7,0.75,800.0,0.3,0.7,0.5,1.0,1.0,0.001,0.833,0.0,0.0,0.75,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,53.0,52.0,30.2,4.8,11.8,0.406,406.0,1.9,5.4,0.349,2.9,6.5,0.453,0.485,2.6,3.5,0.76,1.5,2.9,4.4,2.2,1.0,0.3,1.3,3.2,14.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,59.0,49.0,28.3,3.8,7.7,0.494,494.0,0.8,2.6,0.318,3.0,5.1,0.583,0.547,0.9,1.1,0.806,0.7,2.4,3.1,2.8,0.7,0.3,1.4,2.5,9.3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,6.0,0.0,8.8,0.2,1.7,0.1,100.0,0.2,0.7,0.25,0.0,1.0,0.0,0.15,0.0,0.0,0.75,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
25.0,18.0,0.0,8.8,1.1,2.4,0.442,442.0,0.2,0.6,0.273,0.9,1.8,0.5,0.477,0.2,0.2,0.75,0.3,0.6,0.9,0.9,0.2,0.1,0.3,0.6,2.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26.0,4.0,0.0,2.5,0.5,0.8,0.667,667.0,0.3,0.5,0.5,0.3,0.3,0.001,0.833,0.0,0.0,0.75,0.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,1.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36.0,51.0,0.0,15.4,2.5,5.9,0.425,425.0,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,48.0,0.0,13.0,2.7,4.4,0.624,624.0,0.0,0.0,0.0,2.7,4.3,0.63,0.624,1.0,1.9,0.522,2.2,4.5,6.7,0.6,0.7,0.3,1.1,1.9,6.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,38.0,10.0,19.1,2.6,7.2,0.364,364.0,1.1,3.8,0.301,1.5,3.4,0.434,0.443,1.5,1.8,0.836,0.4,2.1,2.4,1.4,0.5,0.2,0.9,1.5,7.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,16.0,0.0,8.8,1.3,3.0,0.438,438.0,0.0,0.4,0.0,1.3,2.6,0.5,0.438,0.3,0.5,0.5,0.4,0.6,0.9,0.8,0.4,0.1,0.8,1.6,2.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28.0,2.0,0.0,20.0,6.0,11.5,0.522,522.0,1.0,3.5,0.286,5.0,8.0,0.625,0.565,0.0,1.0,0.0,1.5,2.5,4.0,4.5,1.5,0.5,0.5,3.0,13.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,39.0,39.0,36.0,9.976999999999999,18.8,0.559,559.0,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.93377,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.653999999999996,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,52.0,27.0,25.1,3.6,5.6,0.645,645.0,0.0,0.0,0.0,3.6,5.6,0.647,0.645,1.3,2.2,0.611,3.3,5.4,8.7,1.1,0.6,0.9,1.2,2.7,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21.0,60.0,3.0,19.6,3.4,7.6,0.442,442.0,0.7,2.0,0.347,2.7,5.7,0.475,0.487,1.3,1.7,0.75,2.3,3.4,5.6,1.0,1.1,0.6,1.1,2.2,8.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21.0,62.0,61.0,36.3,9.0,19.5,0.46,460.0,2.7,7.3,0.363,6.3,12.2,0.518,0.528,4.2,5.4,0.776,0.6,5.3,5.9,4.5,1.7,0.7,3.4,2.5,24.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22.0,16.0,1.0,5.8,0.4,1.8,0.214,214.0,0.1,0.9,0.143,0.3,0.9,0.286,0.25,0.1,0.1,0.5,0.4,0.6,1.0,0.3,0.2,0.1,0.3,0.2,0.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
22.0,14.0,1.0,5.6,0.4,1.7,0.25,250.0,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.0,2.0,0.0,7.0,0.0,2.0,0.00023000000000000044,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00023000000000000044,0.0,0.0,0.75,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.0,9.0,0.0,4.0,0.7,1.1,0.6,600.0,0.6,0.9,0.625,0.1,0.2,0.5,0.833,0.2,0.3,0.667,0.3,0.4,0.8,0.3,0.2,0.1,0.1,0.7,2.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28.0,48.0,48.0,35.1,9.976999999999999,20.576999999999998,0.532,532.0,1.0,3.1,0.338,8.7,15.5,0.566,0.557,7.130999999999995,8.553999999999997,0.86,1.8,8.4,10.4,4.1,1.1,1.6,3.5,3.2,29.653999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
25.0,58.0,15.0,19.6,2.5,3.7,0.681,681.0,0.1,0.1,0.429,2.4,3.6,0.689,0.688,1.0,1.5,0.659,1.7,3.3,5.0,1.2,0.5,1.2,0.8,2.2,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
24.0,33.0,4.0,11.2,1.5,2.9,0.521,521.0,0.0,0.0,0.0,1.5,2.9,0.526,0.521,0.9,1.3,0.682,1.5,2.3,3.8,0.9,0.2,0.9,0.7,2.1,3.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
24.0,31.0,4.0,11.7,1.5,3.0,0.516,516.0,0.0,0.0,0.0,1.5,3.0,0.522,0.516,1.0,1.4,0.682,1.5,2.4,3.9,1.0,0.2,1.0,0.6,2.2,4.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,2.0,0.0,3.0,1.0,1.5,0.667,667.0,0.0,0.0,0.3445,1.0,1.5,0.667,0.667,0.0,0.0,0.75,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,46.0,46.0,31.8,3.1,7.7,0.408,408.0,1.8,5.3,0.342,1.3,2.4,0.555,0.525,0.7,1.0,0.733,1.7,3.3,5.0,1.5,0.9,0.4,0.9,2.1,8.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,40.0,40.0,32.2,3.2,7.8,0.416,416.0,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1.0,0.75,1.7,3.0,4.7,1.5,1.0,0.5,0.9,2.0,9.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,6.0,6.0,29.3,2.5,7.2,0.349,349.0,1.0,4.3,0.231,1.5,2.8,0.529,0.419,0.5,0.8,0.6,1.8,4.8,6.7,1.3,0.3,0.0,1.0,2.8,6.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,43.0,1.0,13.7,1.7,4.7,0.37,370.0,1.0,2.6,0.378,0.7,2.1,0.36,0.475,0.4,0.6,0.708,0.3,1.2,1.5,1.5,0.4,0.1,0.4,1.3,4.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
27.0,33.0,0.0,9.9,1.3,3.6,0.35,350.0,0.8,2.5,0.305,0.5,1.2,0.447,0.454,0.5,0.7,0.773,0.5,0.6,1.1,0.5,0.2,0.2,0.5,1.0,3.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29.0,25.0,0.0,10.7,1.2,3.3,0.361,361.0,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,0.001,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,18.0,3.0,13.3,1.3,2.8,0.48,480.0,0.0,0.1,0.0,1.3,2.7,0.5,0.48,0.1,0.2,0.667,0.3,1.3,1.6,1.7,0.3,0.1,0.6,0.9,2.8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20.0,1.0,0.0,2.069,0.0,0.523,0.4525,0.0,0.0,0.0,0.3445,0.0,0.0,0.527,0.534,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30.0,23.0,7.0,18.0,2.3,6.6,0.351,351.0,1.4,4.4,0.324,0.9,2.1,0.408,0.46,0.8,0.9,0.857,0.2,1.8,2.0,1.5,0.6,0.1,0.8,1.9,6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,55.0,55.0,34.1,9.4,18.3,0.515,515.0,1.6,4.8,0.331,7.9,13.5,0.581,0.559,4.9,6.3,0.786,0.5,3.8,4.3,6.3,1.1,0.3,2.7,2.5,25.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
24.0,41.0,41.0,29.2,5.4,10.9,0.5,500.0,0.4,1.3,0.309,5.0,9.5,0.527,0.519,1.9,2.4,0.786,1.3,2.8,4.0,5.5,1.5,0.4,2.3,2.0,13.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,47.0,2.0,15.2,2.6,4.2,0.617,617.0,0.2,0.6,0.3,2.4,3.5,0.675,0.64,0.8,1.3,0.623,1.6,2.2,3.8,0.5,0.3,0.5,0.7,2.2,6.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,58.0,27.0,18.8,3.4,4.6,0.747,747.0,0.0,0.0,0.3445,3.4,4.6,0.747,0.747,1.6,2.4,0.641,2.0,3.4,5.3,0.9,0.4,1.3,1.0,2.3,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
23.0,54.0,54.0,35.1,7.5,16.1,0.468,468.0,2.6,6.1,0.421,5.0,10.0,0.496,0.547,4.3,4.9,0.868,0.4,2.2,2.6,7.9,1.3,0.1,2.9,2.1,21.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
20.0,53.0,1.0,13.5,1.2,2.3,0.532,532.0,0.3,0.6,0.485,0.9,1.7,0.549,0.597,0.4,0.7,0.528,1.6,2.8,4.4,0.9,0.7,0.5,0.6,1.7,3.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,23.0,0.0,9.1,2.3,4.4,0.529,529.0,0.6,1.6,0.361,1.8,2.9,0.621,0.593,1.7,2.1,0.792,1.3,1.2,2.4,0.6,0.1,0.0,0.4,1.5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,46.0,0.0,14.5,1.8,4.8,0.378,378.0,0.5,2.2,0.232,1.3,2.7,0.496,0.43,0.7,0.8,0.857,0.6,2.3,2.9,0.9,0.3,0.3,0.6,1.2,4.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,46.0,46.0,34.4,8.1,17.5,0.461,461.0,2.9,7.7,0.384,5.1,9.8,0.522,0.545,4.4,5.0,0.875,0.7,5.4,6.1,5.2,1.4,0.4,3.3,2.7,23.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36.0,38.0,2.0,10.0,1.4,2.6,0.535,535.0,0.1,0.4,0.235,1.3,2.2,0.598,0.556,0.6,0.9,0.676,0.7,1.3,2.0,0.8,0.3,0.3,0.5,1.9,3.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
20.0,55.0,55.0,30.9,7.0,14.5,0.484,484.0,0.9,2.9,0.309,6.1,11.5,0.528,0.515,1.3,1.7,0.769,2.0,5.8,7.7,5.8,0.8,0.5,3.0,2.1,16.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,54.0,54.0,35.5,9.976999999999999,20.2,0.507,507.0,0.9,2.6,0.338,8.7,15.5,0.532,0.528,7.130999999999995,8.553999999999997,0.908,0.9,3.9,4.7,5.7,1.6,1.1,2.9,2.7,29.653999999999996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30.0,42.0,4.0,10.0,1.2,2.0,0.607,607.0,0.1,0.5,0.158,1.1,1.5,0.738,0.625,0.6,0.8,0.771,0.5,0.8,1.4,0.5,0.1,0.2,0.2,1.2,3.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30.0,51.0,51.0,30.5,5.1,7.6,0.679,679.0,0.0,0.1,0.0,5.1,7.5,0.684,0.679,3.1,4.6,0.671,3.2,8.4,11.430999999999994,0.9,0.8,1.3,1.7,2.9,13.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,41.0,4.0,18.1,2.4,5.3,0.449,449.0,0.6,1.7,0.382,1.7,3.6,0.48,0.509,0.8,1.1,0.75,0.9,2.4,3.3,2.5,1.0,0.5,0.9,1.7,6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27.0,50.0,50.0,30.2,6.5,11.2,0.583,583.0,1.0,2.6,0.382,5.5,8.6,0.645,0.628,3.0,4.9,0.623,2.4,4.5,6.8,2.9,0.8,0.8,1.6,1.9,17.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,51.0,47.0,29.6,4.3,9.8,0.434,434.0,1.8,5.0,0.35,2.5,4.8,0.523,0.524,2.3,2.8,0.821,0.3,1.8,2.1,2.9,0.6,0.4,1.7,1.0,12.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,47.0,47.0,30.2,4.5,10.2,0.439,439.0,1.8,5.2,0.347,2.7,5.0,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1.0,13.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,4.0,0.0,23.3,1.8,5.5,0.318,318.0,1.3,3.0,0.417,0.5,2.5,0.2,0.432,2.3,2.5,0.9,0.3,1.8,2.0,3.5,0.8,0.8,0.5,1.5,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27.0,59.0,1.0,16.6,1.9,5.2,0.362,362.0,1.4,4.1,0.343,0.5,1.1,0.435,0.498,1.0,1.3,0.747,0.3,1.2,1.5,2.4,0.6,0.2,0.5,0.9,6.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
27.0,53.0,0.0,15.3,1.6,4.4,0.368,368.0,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27.0,6.0,1.0,28.2,4.2,12.2,0.342,342.0,2.8,8.7,0.327,1.3,3.5,0.381,0.459,2.5,3.3,0.75,0.8,1.7,2.5,4.7,0.8,0.7,0.8,1.3,13.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
28.0,55.0,55.0,35.6,7.1,14.6,0.484,484.0,2.3,5.5,0.407,4.8,9.0,0.532,0.562,4.3,5.3,0.807,0.9,3.5,4.3,2.3,0.8,0.8,1.8,2.4,20.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
23.0,27.0,0.0,9.7,1.6,3.6,0.449,449.0,1.3,3.0,0.427,0.3,0.6,0.563,0.628,0.1,0.1,0.001,0.1,0.9,1.1,0.6,0.2,0.0,0.3,1.0,4.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,6.0,0.0,11.8,1.0,3.2,0.316,316.0,1.0,2.5,0.4,0.0,0.7,0.0,0.474,0.2,0.2,0.001,0.2,0.7,0.8,0.3,0.3,0.2,0.8,1.5,3.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
