Age,G,GS,MP,FG,FGA,FG%,FG%.1,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0.17391304347826086,0.5873015873015872,0.1746031746031746,0.610958904109589,0.34513274336283184,0.3584070796460177,0.5657276995305165,0.482,0.1020408163265306,0.17543859649122806,0.325,0.33009708737864074,0.3446327683615819,0.653755868544601,0.5722222222222223,0.18811881188118812,0.22047244094488186,0.709577754891864,0.3921568627450981,0.4742268041237113,0.532258064516129,0.09345794392523366,0.1875,0.21875,0.26666666666666666,0.4666666666666667,0.3081570996978852
0.4347826086956522,0.6507936507936507,0.6666666666666666,0.7123287671232876,0.3274336283185841,0.27876106194690264,0.7007042253521126,0.597,0.0,0.0,0.0,0.3592233009708738,0.3502824858757062,0.7030516431924883,0.6633333333333333,0.10891089108910892,0.2440944881889764,0.3748712667353244,1.0,0.6701030927835052,0.9274193548387096,0.21495327102803738,0.28125,0.34375,0.42222222222222217,0.5111111111111111,0.2598187311178248
0.26086956521739124,0.8888888888888888,0.9047619047619047,0.9315068493150684,0.7433628318584071,0.6946902654867256,0.6291079812206574,0.536,0.0,0.017543859649122806,0.10375000000000001,0.8155339805825242,0.8757062146892656,0.6373239436619719,0.5966666666666667,0.4356435643564357,0.4330708661417323,0.82389289392379,0.5098039215686275,0.7422680412371134,0.7903225806451614,0.2990654205607477,0.375,0.25,0.5555555555555556,0.6222222222222221,0.6404833836858006
0.13043478260869568,0.6031746031746033,0.031746031746031744,0.39999999999999997,0.1592920353982301,0.16814159292035397,0.5669014084507042,0.483,0.18367346938775508,0.20175438596491224,0.495,0.08737864077669903,0.0847457627118644,0.7288732394366197,0.6711111111111111,0.03960396039603961,0.047244094488188976,0.7023686920700309,0.13725490196078433,0.11340206185567012,0.14516129032258066,0.05607476635514019,0.0625,0.03125,0.06666666666666667,0.31111111111111106,0.1510574018126888
0.13043478260869568,0.873015873015873,0.2857142857142857,0.5753424657534246,0.29203539823008845,0.30973451327433627,0.5563380281690141,0.474,0.28571428571428564,0.32456140350877194,0.45499999999999996,0.1941747572815534,0.1864406779661017,0.7053990610328639,0.6344444444444444,0.1386138613861386,0.1496062992125984,0.7507723995880535,0.19607843137254904,0.3711340206185567,0.3709677419354838,0.11214953271028039,0.21875,0.21875,0.15555555555555553,0.42222222222222217,0.28398791540785495
0.21739130434782605,0.6190476190476191,0.047619047619047616,0.3698630136986301,0.20353982300884954,0.2168141592920354,0.562206572769953,0.479,0.2040816326530612,0.21052631578947367,0.515,0.1262135922330097,0.13559322033898305,0.6408450704225352,0.6466666666666666,0.0693069306930693,0.07874015748031496,0.6951596292481979,0.05882352941176471,0.1443298969072165,0.13709677419354838,0.1869158878504673,0.1875,0.125,0.26666666666666666,0.3333333333333333,0.1903323262839879
0.21739130434782605,0.5555555555555556,0.047619047619047616,0.3753424657534246,0.20353982300884954,0.20796460176991152,0.5727699530516432,0.488,0.2040816326530612,0.21052631578947367,0.5025000000000001,0.1262135922330097,0.12994350282485875,0.6784037558685446,0.6566666666666666,0.07920792079207922,0.08661417322834647,0.7126673532440783,0.03921568627450981,0.1443298969072165,0.12903225806451613,0.19626168224299068,0.21875,0.125,0.28888888888888886,0.35555555555555557,0.1903323262839879
0.21739130434782605,0.047619047619047616,0.0,0.3287671232876712,0.22123893805309736,0.2654867256637168,0.4894366197183099,0.417,0.26530612244897955,0.21929824561403508,0.625,0.1262135922330097,0.1977401129943503,0.41901408450704225,0.5788888888888889,0.0,0.023622047244094488,0.0,0.09803921568627452,0.15463917525773196,0.16129032258064516,0.04672897196261683,0.09375,0.15625,0.2222222222222222,0.17777777777777778,0.1903323262839879
0.3478260869565216,0.873015873015873,0.8571428571428571,0.7287671232876712,0.30088495575221236,0.34513274336283184,0.5164319248826291,0.44,0.4081632653061224,0.4298245614035088,0.505,0.13592233009708737,0.1581920903954802,0.5903755868544601,0.6322222222222222,0.16831683168316833,0.1496062992125984,0.9330587023686921,0.17647058823529416,0.2577319587628866,0.27419354838709675,0.22429906542056077,0.25,0.0625,0.24444444444444446,0.35555555555555557,0.3172205438066465
0.21739130434782605,0.8888888888888888,0.9047619047619047,0.8821917808219178,0.5486725663716814,0.41592920353982304,0.767605633802817,0.654,0.0,0.017543859649122806,0.13875,0.6019417475728155,0.5254237288135594,0.7793427230046949,0.7277777777777779,0.24752475247524752,0.26771653543307083,0.7548918640576725,0.627450980392157,0.6907216494845362,0.7983870967741935,0.14953271028037385,0.25,0.375,0.3333333333333333,0.48888888888888893,0.4471299093655589
0.21739130434782605,0.9523809523809523,0.15873015873015872,0.5616438356164383,0.29203539823008845,0.35398230088495575,0.4823943661971831,0.411,0.28571428571428564,0.3508771929824561,0.42000000000000004,0.18446601941747573,0.22598870056497175,0.5727699530516432,0.5511111111111111,0.10891089108910892,0.10236220472440945,0.8372811534500515,0.09803921568627452,0.1958762886597938,0.1854838709677419,0.28037383177570097,0.34375,0.0625,0.28888888888888886,0.4444444444444444,0.27190332326283984
0.4347826086956522,0.7777777777777777,0.5396825396825397,0.6904109589041095,0.2831858407079646,0.27876106194690264,0.5903755868544601,0.503,0.12244897959183672,0.12280701754385963,0.5287499999999999,0.2524271844660194,0.2768361581920904,0.6185446009389672,0.6122222222222223,0.16831683168316833,0.17322834645669294,0.7868177136972194,0.15686274509803924,0.422680412371134,0.3870967741935484,0.38317757009345793,0.34375,0.28125,0.31111111111111106,0.4666666666666667,0.2598187311178248
0.39130434782608703,0.746031746031746,0.7619047619047619,0.863013698630137,0.9823008849557522,0.915929203539823,0.631455399061033,0.538,0.16326530612244897,0.25438596491228066,0.3375,1.0,1.0,0.6842723004694835,0.6188888888888889,0.8118811881188118,0.9999999999999999,0.6652935118434604,0.45098039215686275,1.0,0.967741935483871,0.5046728971962617,0.25,0.25,0.8666666666666666,0.7333333333333333,0.945619335347432
0.4782608695652174,0.3968253968253968,0.0,0.08493150684931505,0.017699115044247787,0.035398230088495575,0.2934272300469484,0.25,0.0,0.017543859649122806,0.0,0.01941747572815534,0.03389830508474576,0.36737089201877937,0.2777777777777778,0.019801980198019806,0.023622047244094488,0.5149330587023687,0.05882352941176471,0.07216494845360825,0.08064516129032258,0.01869158878504673,0.03125,0.03125,0.06666666666666667,0.1111111111111111,0.015105740181268881
0.13043478260869568,0.6507936507936507,0.047619047619047616,0.6493150684931507,0.3628318584070796,0.41592920353982304,0.5105633802816901,0.435,0.22448979591836735,0.2807017543859649,0.41625,0.2912621359223301,0.3502824858757062,0.5727699530516432,0.5466666666666666,0.24752475247524752,0.22047244094488186,0.9165808444902164,0.11764705882352942,0.4020618556701031,0.3629032258064516,0.38317757009345793,0.1875,0.1875,0.3333333333333333,0.5555555555555556,0.3564954682779456
0.26086956521739124,0.746031746031746,0.7619047619047619,0.9534246575342464,0.5398230088495575,0.5929203539823009,0.5316901408450705,0.453,0.36734693877551017,0.4473684210526315,0.44499999999999995,0.4174757281553398,0.46892655367231645,0.6032863849765259,0.5800000000000001,0.2376237623762376,0.22834645669291337,0.8496395468589083,0.27450980392156865,0.4020618556701031,0.43548387096774194,0.1869158878504673,0.625,0.25,0.4666666666666667,0.6666666666666666,0.49546827794561926
0.39130434782608703,0.20634920634920634,0.015873015873015872,0.10684931506849316,0.02654867256637168,0.04424778761061947,0.33568075117370894,0.286,0.06122448979591836,0.05263157894736842,0.555,0.0,0.022598870056497175,0.0,0.4766666666666667,0.0,0.0,0.0,0.0,0.07216494845360825,0.0564516129032258,0.05607476635514019,0.03125,0.0,0.044444444444444446,0.08888888888888889,0.027190332326283987
